date, pm25, pm10, no2
2019/9/29, 10, 7, 2
2019/9/30, 16, 16, 2
2019/4/1, 19, 7, 17
2019/4/2, 21, 8, 13
2019/4/3, 21, 10, 18
2019/4/4, 28, 18, 17
2019/4/5, 24, 32, 7
2019/4/6, 25, 12, 10
2019/4/7, 23, 13, 12
2019/4/8, 24, 48, 14
2019/4/9, 25, 72, 15
2019/4/10, 26, 68, 8
2019/4/11, 25, 7, 13
2019/4/12, 20, 7, 7
2019/4/13, 19, 13, 9
2019/4/14, 31, 12, 16
2019/4/15, 27, 27, 16
2019/4/16, 23, 58, 20
2019/4/17, 33, 48, 5
2019/4/18, 30, 18, 2
2019/4/19, 28, 40, 3
2019/4/20, 44, 9, 3
2019/4/21, 20, 26, 4
2019/4/22, 23, 18, 18
2019/4/23, 44, 73, 27
2019/4/24, 54, 67, 27
2019/4/25, 51, 63, 18
2019/4/26, 52, 46, 10
2019/4/27, 43, 44, 11
2019/4/28, 53, 44, 13
2019/4/29, 42, 14, 14
2019/4/30, 22, 14, 3
2019/5/1, 19, 39, 10
2019/5/2, 31, 24, 7
2019/5/3, 25, 7, 4
2019/5/4, 18, 22, 3
2019/5/5, 21, 51, 7
2019/5/6, 28, 44, 12
2019/5/7, 31, 21, 11
2019/5/8, 25, 32, 11
2019/5/9, 29, 54, 18
2019/5/10, 34, 39, 14
2019/5/11, 36, 16, 10
2019/5/12, 28, 10, 11
2019/5/13, 20, 12, 10
2019/5/14, 22, 28, 11
2019/5/15, 25, 27, 12
2019/5/16, 26, 24, 7
2019/5/17, 24, 19, 6
2019/5/18, 27, 20, 7
2019/5/19, 30, 43, 10
2019/5/20, 37, 35, 6
2019/5/21, 36, 34, 4
2019/5/22, 22, 23, 6
2019/5/23, 17, 24, 7
2019/5/24, 21, 7, 3
2019/5/25, 14, 9, 5
2019/5/26, 14, 18, 11
2019/5/27, 23, 26, 12
2019/5/28, 26, 25, 9
2019/5/29, 20, 8, 3
2019/5/30, 17, 14, 6
2019/5/31, 19, 7, 5
2019/6/1, 18, 8, 5
2019/6/2, 20, 21, 7
2019/6/3, 19, 27, 14
2019/6/4, 30, 23, 15
2019/6/5, 34, 28, 19
2019/6/6, 37, 28, 16
2019/6/7, 32, 10, 11
2019/6/8, 26, 6, 2
2019/6/9, 9, 9, 1
2019/6/10, 18, 18, 10
2019/6/11, 23, 21, 10
2019/6/12, 21, 27, 14
2019/6/13, 29, 25, 10
2019/6/14, 25, 14, 6
2019/6/15, 25, 10, 4
2019/6/16, 18, 22, 9
2019/6/17, 25, 34, 14
2019/6/18, 33, 18, 16
2019/6/19, 30, 26, 10
2019/6/20, 25, 17, 17
2019/6/21, 29, 8, 10
2019/6/22, 25, 9, 11
2019/6/23, 27, 10, 11
2019/6/24, 23, 7, 10
2019/6/25, 16, 18, 9
2019/1/1, 39, 9, 22
2019/1/2, 27, 11, 15
2019/1/3, 20, 9, 23
2019/1/4, 26, 5, 7
2019/1/5, 16, 8, 7
2019/1/6, 18, 6, 9
2019/1/7, 14, 9, 16
2019/1/8, 25, 7, 19
2019/1/9, 20, 4, 8
2019/1/10, 9, 14, 8
2019/1/11, 30, 7, 9
2019/1/12, 19, 8, 19
2019/1/13, 26, 12, 32
2019/1/14, 35, 10, 18
2019/1/15, 24, 9, 22
2019/1/16, 25, 7, 16
2019/1/17, 23, 9, 16
2019/1/18, 31, 11, 18
2019/1/19, 38, 8, 9
2019/1/20, 22, 9, 21
2019/1/21, 24, 8, 16
2019/1/22, 23, 21, 33
2019/1/23, 49, 25, 39
2019/1/24, 52, 18, 8
2019/1/25, 18, 39, 10
2019/1/26, 23, 36, 8
2019/1/27, 23, 31, 27
2019/1/28, 46, 23, 16
2019/1/29, 29, 25, 29
2019/1/30, 49, 19, 29
2019/1/31, 49, 17, 37
2019/2/1, 49, 16, 23
2019/2/2, 42, 21, 5
2019/2/3, 26, 21, 24
2019/2/4, 42, 15, 22
2019/2/5, 38, 7, 12
2019/2/6, 21, 6, 10
2019/2/7, 18, 17, 35
2019/2/8, 47, 16, 35
2019/2/9, 50, 7, 19
2019/2/10, 24, 7, 9
2019/2/11, 21, 6, 15
2019/2/12, 20, 12, 24
2019/2/13, 24, 7, 11
2019/2/14, 12, 12, 20
2019/2/15, 27, 8, 9
2019/2/16, 24, 14, 16
2019/2/17, 33, 8, 25
2019/2/18, 19, 7, 7
2019/2/19, 19, 13, 20
2019/2/20, 31, 7, 9
2019/2/21, 20, 6, 7
2019/2/22, 12, 9, 5
2019/2/23, 23, 9, 6
2019/2/24, 19, 9, 17
2019/2/25, 24, 6, 13
2019/2/26, 14, 8, 8
2019/2/27, 18, 20, 15
2019/2/28, 25, 14, 16
2019/3/1, 20, 10, 13
2019/3/2, 26, 17, 4
2019/3/3, 15, 9, 10
2019/3/4, 24, 7, 14
2019/3/5, 19, 10, 15
2019/3/6, 24, 12, 25
2019/3/7, 29, 9, 21
2019/3/8, 22, 7, 3
2019/3/9, 20, 9, 16
2019/3/10, 28, 8, 12
2019/3/11, 23, 7, 18
2019/3/12, 24, 9, 27
2019/3/13, 24, 8, 21
2019/3/14, 25, 10, 25
2019/3/15, 32, 7, 9
2019/3/16, 23, 9, 7
2019/3/17, 21, 14, 25
2019/3/18, 34, 9, 13
2019/3/19, 21, 10, 13
2019/3/20, 20, 12, 16
2019/3/21, 27, 10, 11
2019/3/22, 19, 5, 8
2019/3/23, 12, 9, 8
2019/3/24, 26, 11, 17
2019/3/25, 26, 7, 14
2019/3/26, 18, 15, 8
2019/3/27, 27, 9, 12
2019/3/28, 17, 16, 9
2019/3/29, 28, 7, 8
2019/3/30, 20, 10, 8
2019/3/31, 26, 6, 14
2018/10/1, 23, 29, 7
2018/10/2, 21, 13, 15
2018/10/3, 24, 8, 14
2018/10/4, 19, 42, 22
2018/10/5, 32, 16, 9
2018/10/6, 23, 5, 5
2018/10/7, 16, 33, 13
2018/10/8, 21, 6, 8
2018/10/9, 17, 13, 14
2018/10/10, 31, 40, 11
2018/10/11, 27, 35, 24
2018/10/12, 35, 16, 10
2018/10/13, 21, 28, 13
2018/10/14, 29, 11, 12
2018/10/15, 23, 12, 13
2018/10/16, 22, 36, 16
2018/10/17, 22, 27, 11
2018/10/18, 22, 10, 15
2018/10/19, 26, 6, 6
2018/10/20, 13, 8, 4
2018/10/21, 16, 8, 7
2018/10/22, 20, 39, 20
2018/10/23, 33, 31, 29
2018/10/24, 43, 37, 30
2018/10/25, 40, 23, 29
2018/10/26, 44, 8, 13
2018/10/27, 25, 6, 9
2018/10/28, 18, 10, 15
2018/10/29, 25, 26, 19
2018/10/30, 24, 20, 18
2018/10/31, 26, 12, 19
2018/11/1, 34, 15, 31
2018/11/2, 34, 9, 14
2018/11/3, 23, 9, 5
2018/11/4, 15, 9, 9
2018/11/5, 20, 10, 17
2018/11/6, 26, 15, 26
2018/11/7, 37, 11, 25
2018/11/8, 35, 13, 20
2018/11/9, 34, 8, 11
2018/11/10, 21, 10, 14
2018/11/11, 26, 12, 18
2018/11/12, 30, 6, 8
2018/11/13, 19, 20, 11
2018/11/14, 17, 32, 10
2018/11/15, 28, 17, 9
2018/11/16, 28, 12, 10
2018/11/17, 33, 17, 10
2018/11/18, 18, 38, 8
2018/11/19, 18, 14, 19
2018/11/20, 32, 11, 11
2018/11/21, 36, 6, 13
2018/11/22, 24, 13, 7
2018/11/23, 20, 10, 12
2018/11/24, 26, 7, 9
2018/11/25, 18, 9, 18
2018/11/26, 26, 7, 12
2018/11/27, 17, 9, 13
2018/11/28, 21, 6, 25
2018/11/29, 18, 10, 21
2018/11/30, 25, 10, 20
2018/12/1, 29, 7, 9
2018/12/2, 17, 24, 12
2018/12/3, 18, 37, 10
2018/12/4, 23, 9, 13
2018/12/5, 21, 8, 19
2018/12/6, 21, 6, 17
2018/12/7, 17, 11, 21
2018/12/8, 32, 6, 11
2018/12/9, 23, 10, 19
2018/12/10, 33, 8, 16
2018/12/11, 25, 7, 12
2018/12/12, 18, 9, 9
2018/12/13, 18, 8, 10
2018/12/14, 19, 43, 9
2018/12/15, 20, 62, 11
2018/12/16, 23, 48, 24
2018/12/17, 38, 25, 34
2018/12/18, 43, 22, 25
2018/12/19, 37, 22, 30
2018/12/20, 43, 14, 17
2018/12/21, 26, 24, 4
2018/12/22, 22, 10, 6
2018/12/23, 19, 6, 12
2018/12/24, 19, 6, 8
2018/12/25, 18, 10, 10
2018/12/26, 24, 10, 26
2018/12/27, 30, 6, 12
2018/12/28, 17, 6, 3
2018/12/29, 17, 7, 9
2018/12/30, 19, , 
2018/7/1, 23, 32, 
2018/7/2, 39, 26, 
2018/7/3, 35, 18, 
2018/7/4, 28, 31, 
2018/7/5, 30, 22, 
2018/7/6, 33, 11, 
2018/7/7, 26, 12, 
2018/7/8, 23, 18, 
2018/7/9, 28, 18, 7
2018/7/10, 28, 24, 10
2018/7/11, 32, 19, 8
2018/7/12, 34, 19, 7
2018/7/13, 30, 10, 7
2018/7/14, 22, 11, 7
2018/7/15, 25, 16, 10
2018/7/16, 28, 27, 13
2018/7/17, 36, 22, 11
2018/7/18, 32, 21, 10
2018/7/19, 40, 15, 11
2018/7/20, 29, 15, 12
2018/7/21, 34, 10, 6
2018/7/22, 26, 20, 10
2018/7/23, 41, 23, 11
2018/7/24, 46, 13, 13
2018/7/25, 31, 15, 9
2018/7/26, 30, 20, 9
2018/7/27, 30, 15, 8
2018/7/28, 30, 18, 10
2018/7/29, 37, 37, 22
2018/7/30, 56, 26, 15
2018/7/31, 45, 27, 15
2018/8/1, 47, 15, 6
2018/8/2, 22, 18, 11
2018/8/3, 28, 9, 6
2018/8/4, 23, 5, 5
2018/8/5, 13, 11, 9
2018/8/6, 20, 15, 9
2018/8/7, 22, 17, 8
2018/8/8, 21, 12, 14
2018/8/9, 31, 14, 6
2018/8/10, 21, 11, 9
2018/8/11, 23, 7, 5
2018/8/12, 18, 12, 11
2018/8/13, 21, 14, 10
2018/8/14, 25, 24, 12
2018/8/15, 26, 27, 16
2018/8/16, 31, 9, 15
2018/8/17, 24, 13, 9
2018/8/18, 20, 8, 9
2018/8/19, 23, 9, 11
2018/8/20, 21, 8, 11
2018/8/21, 20, 13, 12
2018/8/22, 17, 22, 15
2018/8/23, 28, 27, 14
2018/8/24, 25, 10, 9
2018/8/25, 22, 10, 6
2018/8/26, 20, 13, 11
2018/8/27, 24, 19, 11
2018/8/28, 24, 32, 18
2018/8/29, 35, 16, 13
2018/8/30, 31, 14, 13
2018/8/31, 27, 14, 11
2018/9/1, 22, 8, 5
2018/9/2, 19, 18, 9
2018/9/3, 26, 16, 12
2018/9/4, 27, 19, 10
2018/9/5, 26, 26, 17
2018/9/6, 30, 20, 13
2018/9/7, 30, 13, 8
2018/9/8, 27, 12, 10
2018/9/9, 24, 33, 18
2018/9/10, 39, 21, 23
2018/9/11, 32, 17, 16
2018/9/12, 27, 23, 21
2018/9/13, 32, 13, 17
2018/9/14, 27, 9, 8
2018/9/15, 20, 10, 7
2018/9/16, 20, 17, 15
2018/9/17, 23, 24, 15
2018/9/18, 29, 23, 15
2018/9/19, 24, 9, 17
2018/9/20, 21, 11, 8
2018/9/21, 22, 8, 8
2018/9/22, 14, 6, 5
2018/9/23, 19, 10, 10
2018/9/24, 26, 6, 8
2018/9/25, 15, 7, 10
2018/9/26, 18, 10, 16
2018/9/27, 28, 7, 16
2018/9/28, 22, 10, 7
2018/9/29, 12, 8, 14
2018/9/30, 25, 22, 9
2018/4/1, 18, 8, 15
2018/4/2, 23, 11, 24
2018/4/3, 32, 11, 25
2018/4/4, 27, 9, 18
2018/4/5, 24, 9, 16
2018/4/6, 22, 10, 9
2018/4/7, 26, 8, 8
2018/4/8, 18, 9, 17
2018/4/9, 26, 8, 12
2018/4/10, 22, 7, 12
2018/4/11, 20, 11, 22
2018/4/12, 32, 19, 35
2018/4/13, 33, 16, 17
2018/4/14, 33, 15, 18
2018/4/15, 29, 16, 22
2018/4/16, 30, 29, 32
2018/4/17, 39, 27, 24
2018/4/18, 31, 12, 21
2018/4/19, 25, 9, 22
2018/4/20, 22, 20, 13
2018/4/21, 25, 42, 7
2018/4/22, 35, 79, 17
2018/4/23, 39, 13, 22
2018/4/24, 23, 9, 16
2018/4/25, 20, 53, 16
2018/4/26, 33, 12, 10
2018/4/27, 20, 9, 3
2018/4/28, 18, 49, 6
2018/4/29, 26, 59, 15
2018/4/30, 35, 40, 11
2018/5/1, 28, 73, 11
2018/5/2, 37, 63, 10
2018/5/3, 43, 44, 14
2018/5/4, 34, 19, 9
2018/5/5, 20, 12, 4
2018/5/6, 22, 31, 14
2018/5/7, 27, 55, 14
2018/5/8, 35, 53, 13
2018/5/9, 37, 35, 18
2018/5/10, 43, 32, 16
2018/5/11, 35, 21, 12
2018/5/12, 25, 26, 17
2018/5/13, 32, 47, 25
2018/5/14, 38, 36, 22
2018/5/15, 35, 43, 18
2018/5/16, 34, 22, 5
2018/5/17, 25, 13, 7
2018/5/18, 18, 14, 3
2018/5/19, 25, 14, 3
2018/5/20, 24, 14, 5
2018/5/21, 23, 10, 12
2018/5/22, 21, 16, 12
2018/5/23, 25, 24, 10
2018/5/24, 20, 27, 8
2018/5/25, 27, 15, 5
2018/5/26, 25, 11, 4
2018/5/27, 22, 31, 14
2018/5/28, 34, 15, 9
2018/5/29, 30, 21, 7
2018/5/30, 25, 37, 18
2018/5/31, 32, 19, 8
2018/6/1, 21, 7, 5
2018/6/2, 14, 5, 5
2018/6/3, 11, 7, 10
2018/6/4, 21, 12, 10
2018/6/5, 22, 12, 11
2018/6/6, 18, 11, 13
2018/6/7, 22, 21, 12
2018/6/8, 22, 8, 8
2018/6/9, 19, 6, 7
2018/6/10, 16, 7, 11
2018/6/11, 19, 13, 9
2018/6/12, 20, 22, 12
2018/6/13, 22, 39, 18
2018/6/14, 26, 21, 12
2018/6/15, 29, 19, 
2018/6/16, 24, 14, 
2018/6/17, 22, 32, 
2018/6/18, 37, 23, 11
2018/6/19, 28, 8, 13
2018/6/20, 24, 17, 15
2018/6/21, 27, 12, 8
2018/6/22, 25, 9, 
2018/6/23, 24, 12, 
2018/6/24, 22, 18, 
2018/6/25, 22, 21, 
2018/6/26, 31, 9, 
2018/6/27, 23, 13, 
2018/6/28, 25, 8, 
2018/6/29, 20, 11, 
2018/6/30, 20, 17, 
2018/1/1, 37, 14, 31
2018/1/2, 41, 8, 19
2018/1/3, 29, 7, 22
2018/1/4, 19, 8, 22
2018/1/5, 15, 7, 14
2018/1/6, 18, 6, 9
2018/1/7, 16, 14, 9
2018/1/8, 27, 8, 12
2018/1/9, 20, 15, 24
2018/1/10, 32, 11, 27
2018/1/11, 28, , 13
2018/1/15, 31, 18, 10
2018/1/16, 23, 14, 9
2018/1/17, 29, 15, 9
2018/1/18, 33, 16, 26
2018/1/19, 41, 13, 15
2018/1/20, 36, 11, 13
2018/1/21, 35, 11, 8
2018/1/22, 28, 17, 29
2018/1/23, 50, 16, 36
2018/1/24, 45, 12, 22
2018/1/25, 36, 19, 29
2018/1/26, 54, 13, 17
2018/1/27, 38, 11, 20
2018/1/28, 33, 14, 36
2018/1/29, 42, 15, 34
2018/1/30, 42, 14, 34
2018/1/31, 42, 14, 26
2018/2/1, 40, 17, 40
2018/2/2, 47, 10, 19
2018/2/3, 31, 8, 4
2018/2/4, 23, 10, 8
2018/2/5, 22, 8, 14
2018/2/6, 17, 37, 7
2018/2/7, 20, 12, 7
2018/2/8, 18, 12, 16
2018/2/9, 23, 9, 6
2018/2/10, 19, 11, 19
2018/2/11, 35, 14, 20
2018/2/12, 25, 28, 8
2018/2/13, 37, 11, 22
2018/2/14, 35, 16, 33
2018/2/15, 43, 14, 24
2018/2/16, 40, 14, 
2018/2/17, 40, 14, 
2018/2/18, 42, 17, 
2018/2/19, 46, 19, 
2018/2/20, 48, 11, 
2018/2/21, 29, 12, 
2018/2/22, 35, 17, 
2018/2/23, 33, 25, 
2018/2/24, 32, 32, 
2018/2/25, 41, 21, 
2018/2/26, 49, 14, 
2018/2/27, 17, 7, 
2018/2/28, 12, 7, 
2018/3/1, 18, 6, 
2018/3/2, 17, 5, 
2018/3/3, 18, 10, 
2018/3/4, 33, 11, 
2018/3/5, 34, 11, 
2018/3/6, 28, 16, 
2018/3/7, 22, 19, 
2018/3/8, 33, 17, 35
2018/3/9, 43, 14, 29
2018/3/10, 43, 10, 12
2018/3/11, 35, 13, 33
2018/3/12, 41, 13, 29
2018/3/13, 36, 14, 35
2018/3/14, 39, 12, 25
2018/3/15, 33, 15, 13
2018/3/16, 19, 12, 6
2018/3/17, 10, 7, 9
2018/3/18, 15, 11, 16
2018/3/19, 33, 11, 22
2018/3/20, 27, 8, 14
2018/3/21, 20, 11, 25
2018/3/22, 34, 9, 21
2018/3/23, 22, 9, 11
2018/3/24, 27, 8, 7
2018/3/25, 27, 9, 14
2018/3/26, 26, 8, 18
2018/3/27, 22, 7, 13
2018/3/28, 18, 8, 8
2018/3/29, 22, 6, 6
2018/3/30, 15, 6, 6
2018/3/31, 17, 7, 6
2017/10/1, 38, 27, 10
2017/10/2, 24, 20, 9
2017/10/3, 24, 34, 17
2017/10/4, 30, 39, 22
2017/10/5, 40, 29, 16
2017/10/6, 35, 12, 11
2017/10/7, 24, 10, 9
2017/10/8, 27, 24, 18
2017/10/9, 32, 33, 20
2017/10/10, 28, 31, 16
2017/10/11, 26, 31, 16
2017/10/12, 28, 26, 18
2017/10/13, 30, , 4
2017/10/14, 20, , 6
2017/10/15, 18, , 14
2017/10/16, 20, 8, 13
2017/10/17, 20, 9, 13
2017/10/18, 26, 10, 18
2017/10/19, 30, 8, 12
2017/10/20, 20, 8, 10
2017/10/21, 25, 9, 16
2017/10/22, 25, 42, 17
2017/10/23, 30, 30, 19
2017/10/24, 24, 31, 21
2017/10/25, 29, 14, 8
2017/10/26, 19, 6, 10
2017/10/27, 13, 8, 12
2017/10/28, 23, 7, 13
2017/10/29, 25, 7, 18
2017/10/30, 21, 8, 23
2017/10/31, 25, 9, 25
2017/11/1, 23, 12, 10
2017/11/2, 25, 7, 10
2017/11/3, 14, 7, 8
2017/11/4, 17, 11, 21
2017/11/5, 34, 9, 24
2017/11/6, 27, 15, 25
2017/11/7, 37, 6, 12
2017/11/8, 14, 20, 12
2017/11/9, 13, 20, 14
2017/11/10, 21, 38, 5
2017/11/11, 21, 33, 10
2017/11/12, 27, 12, 17
2017/11/13, 24, 7, 13
2017/11/14, 17, 10, 22
2017/11/15, 29, 10, 25
2017/11/16, 30, 14, 29
2017/11/17, 38, 14, 21
2017/11/18, 38, 14, 18
2017/11/19, 40, 13, 23
2017/11/20, 33, 22, 11
2017/11/21, 21, , 
2017/11/23, 11, 16, 16
2017/11/24, 30, 8, 13
2017/11/25, 21, 5, 5
2017/11/26, 15, 10, 18
2017/11/27, 26, 8, 19
2017/11/28, 25, 10, 12
2017/11/29, 11, 8, 13
2017/11/30, 13, 7, 9
2017/12/1, 7, 9, 15
2017/12/2, 18, 8, 8
2017/12/3, 19, 7, 12
2017/12/4, 13, 9, 21
2017/12/5, 25, 7, 21
2017/12/6, 20, 11, 26
2017/12/7, 27, 7, 11
2017/12/8, 16, 12, 22
2017/12/9, 34, 9, 17
2017/12/10, 25, 8, 14
2017/12/11, 20, 8, 15
2017/12/12, 18, 10, 25
2017/12/13, 26, 8, 16
2017/12/14, 22, 10, 22
2017/12/15, 30, 7, 7
2017/12/16, 24, 7, 9
2017/12/17, 19, 9, 17
2017/12/18, 24, 8, 9
2017/12/19, 12, 14, 11
2017/12/20, 27, 12, 13
2017/12/21, 20, 10, 18
2017/12/22, 20, 6, 13
2017/12/23, 16, 7, 11
2017/12/24, 21, 13, 21
2017/12/25, 38, 9, 13
2017/12/26, 27, 10, 19
2017/12/27, 28, 9, 15
2017/12/28, 28, 14, 26
2017/12/29, 36, 7, 6
2017/12/30, 20, , 
2017/7/1, 26, 13, 
2017/7/2, 31, 15, 17
2017/7/3, 29, 14, 9
2017/7/4, 21, 16, 7
2017/7/5, 24, 17, 12
2017/7/6, 22, 15, 8
2017/7/7, 23, 14, 8
2017/7/8, 24, 15, 10
2017/7/9, 28, 30, 14
2017/7/10, 41, 23, 12
2017/7/11, 33, 15, 14
2017/7/12, 33, 20, 7
2017/7/13, 26, 11, 7
2017/7/14, 19, 11, 6
2017/7/15, 23, 12, 6
2017/7/16, 26, 14, 13
2017/7/17, 30, 15, 12
2017/7/18, 33, 14, 11
2017/7/19, 31, 15, 11
2017/7/20, 22, 19, 14
2017/7/21, 31, 18, 9
2017/7/22, 35, 21, 9
2017/7/23, 32, 46, 13
2017/7/24, 47, 27, 8
2017/7/25, 32, 17, 7
2017/7/26, 24, 19, 7
2017/7/27, 25, 18, 7
2017/7/28, 27, 13, 4
2017/7/29, 27, 11, 7
2017/7/30, 25, 16, 6
2017/7/31, 20, 25, 13
2017/8/1, 33, 13, 16
2017/8/2, 26, 22, 16
2017/8/3, 28, 21, 9
2017/8/4, 32, 13, 9
2017/8/5, 26, 17, 9
2017/8/6, 33, 18, 11
2017/8/7, 32, 19, 8
2017/8/8, 26, 13, 13
2017/8/9, 24, 25, 14
2017/8/10, 31, 14, 11
2017/8/11, 20, 11, 8
2017/8/12, 21, 15, 10
2017/8/13, 22, 9, 7
2017/8/14, 22, 17, 12
2017/8/15, 26, 31, 18
2017/8/16, 33, 17, 15
2017/8/17, 30, 27, 16
2017/8/18, 29, 18, 10
2017/8/19, 30, 9, 8
2017/8/20, 21, 13, 12
2017/8/21, 24, 18, 15
2017/8/22, 24, 25, 13
2017/8/23, 23, 21, 10
2017/8/24, 21, 13, 6
2017/8/25, 15, 12, 9
2017/8/26, 25, 15, 12
2017/8/27, 24, 27, 18
2017/8/28, 29, 22, 16
2017/8/29, 30, 21, 9
2017/8/30, 21, 22, 11
2017/8/31, 33, 25, 10
2017/9/1, 33, 11, 4
2017/9/2, 19, 15, 4
2017/9/3, 24, 38, 15
2017/9/4, 37, 40, 21
2017/9/5, 40, 28, 24
2017/9/6, 39, , 
2017/9/11, 28, 36, 23
2017/9/12, 39, 20, 17
2017/9/13, 24, 26, 19
2017/9/14, 33, 12, 5
2017/9/15, 13, 9, 7
2017/9/16, 22, 5, 6
2017/9/17, 15, 22, 17
2017/9/18, 31, 23, 16
2017/9/19, 29, 27, 18
2017/9/20, 37, 18, 10
2017/9/21, 19, 28, 17
2017/9/22, 31, 16, 13
2017/9/23, 31, 18, 14
2017/9/24, 34, 35, 22
2017/9/25, 45, 32, 17
2017/9/26, 44, 29, 17
2017/9/27, 47, 32, 20
2017/9/28, 49, 36, 19
2017/9/29, 37, 31, 20
2017/9/30, 45, 29, 19
2017/4/1, 19, 15, 12
2017/4/2, 20, 16, 10
2017/4/3, 13, 10, 11
2017/4/4, 18, 11, 18
2017/4/5, 27, 12, 17
2017/4/6, 26, 9, 14
2017/4/7, 22, 23, 9
2017/4/8, 19, 34, 12
2017/4/9, 24, 8, 18
2017/4/10, 22, 10, 14
2017/4/11, 30, 80, 13
2017/4/12, 31, 61, 2
2017/4/13, 29, 42, 3
2017/4/14, 24, 48, 5
2017/4/15, 30, 34, 8
2017/4/16, 26, 63, 11
2017/4/17, 31, 62, 11
2017/4/18, 24, 9, 14
2017/4/19, 20, 11, 13
2017/4/20, 15, 43, 17
2017/4/21, 26, 12, 9
2017/4/22, 24, 34, 8
2017/4/23, 36, 42, 13
2017/4/24, 34, 34, 18
2017/4/25, 35, 30, 15
2017/4/26, 30, 26, 12
2017/4/27, 35, 41, 19
2017/4/28, 40, 34, 15
2017/4/29, 32, 32, 10
2017/4/30, 22, 8, 13
2017/5/1, 24, 13, 16
2017/5/2, 30, 35, 16
2017/5/3, 29, 13, 10
2017/5/4, 16, 8, 9
2017/5/5, 20, 20, 7
2017/5/6, 23, 22, 3
2017/5/7, 22, 29, 7
2017/5/8, 23, 32, 11
2017/5/9, 24, 43, 10
2017/5/10, 20, 52, 9
2017/5/11, 20, 36, 9
2017/5/12, 23, 26, 7
2017/5/13, 27, 23, 6
2017/5/14, 29, 41, 14
2017/5/15, 35, 36, 13
2017/5/16, 27, 24, 13
2017/5/17, 29, 31, 11
2017/5/18, 25, 22, 14
2017/5/24, 30, 9, 3
2017/5/25, 18, 21, 8
2017/5/26, 22, 14, 5
2017/5/27, 18, 15, 5
2017/5/28, 17, 13, 7
2017/5/29, 20, 7, 12
2017/5/30, 18, 21, 9
2017/5/31, 27, 34, 7
2017/6/1, 30, 23, 4
2017/6/2, 24, 15, 
2017/6/3, 19, 11, 
2017/6/4, 18, 9, 
2017/6/5, 16, 29, 
2017/6/6, 35, 40, 
2017/6/7, 36, 39, 
2017/6/8, 38, 46, 
2017/6/9, 42, 30, 
2017/6/10, 44, 22, 
2017/6/11, 35, 41, 
2017/6/12, 33, 35, 
2017/6/13, 35, 32, 
2017/6/14, 33, 9, 
2017/6/15, 22, 24, 
2017/6/16, 23, 11, 
2017/6/17, 18, 12, 
2017/6/18, 24, 20, 
2017/6/19, 28, 19, 
2017/6/20, 22, 23, 
2017/6/21, 22, 23, 
2017/6/22, 21, 19, 6
2017/6/23, 22, 12, 5
2017/6/24, 21, 12, 9
2017/6/25, 28, 20, 10
2017/6/26, 32, 25, 9
2017/6/27, 38, 14, 10
2017/6/28, 22, 16, 11
2017/6/29, 23, 20, 7
2017/6/30, 24, 14, 
2016/10/1, 26, 8, 7
2016/10/2, 25, 12, 20
2016/10/3, 37, 17, 13
2016/10/4, 27, 18, 11
2016/10/5, 24, 15, 23
2016/10/6, 28, 27, 17
2016/10/7, 26, 28, 13
2016/10/8, 28, 31, 16
2016/10/9, 29, 27, 15
2016/10/10, 26, 25, 13
2016/10/11, 19, 11, 20
2016/10/12, 28, 13, 19
2016/10/13, 23, , 21
2016/10/14, 28, , 12
2016/10/15, 23, , 8
2016/10/16, 20, , 20
2016/10/17, 22, 86, 
2016/10/18, 48, 22, 
2016/10/19, 26, 23, 
2016/10/20, 45, 28, 
2016/10/21, 25, 25, 
2016/10/22, 38, 28, 
2016/10/23, 34, 51, 
2016/10/24, 26, 51, 
2016/10/25, 25, 57, 
2016/10/26, 35, 55, 
2016/10/27, 35, 15, 
2016/10/28, 24, 11, 
2016/10/29, 32, 11, 
2016/10/30, 32, 12, 
2016/10/31, 33, 16, 
2016/11/1, 35, 30, 
2016/11/2, 35, 43, 
2016/11/3, 45, 66, 
2016/11/4, 39, 48, 
2016/11/5, 37, 15, 
2016/11/6, 25, 30, 
2016/11/7, 20, 60, 
2016/11/8, 26, 47, 
2016/11/9, 44, 57, 
2016/11/10, 34, 33, 
2016/11/11, 35, 9, 
2016/11/12, 24, 7, 
2016/11/13, 19, 18, 
2016/11/14, 13, 11, 14
2016/11/15, 18, 34, 16
2016/11/16, 18, 43, 14
2016/11/17, 20, 44, 23
2016/11/18, 28, 12, 9
2016/11/19, 16, 16, 7
2016/11/20, 19, 38, 27
2016/11/21, 39, 15, 31
2016/11/22, 36, 8, 18
2016/11/23, 20, 6, 14
2016/11/24, 17, 8, 21
2016/11/25, 11, 16, 7
2016/11/26, 17, 11, 13
2016/11/27, 23, 14, 28
2016/11/28, 30, 5, 12
2016/11/29, 11, 10, 16
2016/11/30, 21, 11, 10
2016/12/1, 27, 17, 
2016/12/2, 35, 11, 
2016/12/3, 16, 15, 
2016/12/4, 14, 11, 9
2016/12/5, 30, 7, 14
2016/12/6, 18, 8, 21
2016/12/7, 20, 8, 18
2016/12/8, 18, 19, 13
2016/12/9, 28, 13, 26
2016/12/10, 38, 7, 17
2016/12/11, 20, 7, 23
2016/12/12, 22, 7, 21
2016/12/13, 21, 11, 17
2016/12/14, 24, 11, 14
2016/12/15, 26, 13, 15
2016/12/16, 23, 8, 10
2016/12/17, 19, 7, 9
